Attack ID,Attack Date,Attack Time,Country / Territory,Certainty Level,Attack Type,Total Injured,Total Death,HC Facilities,HC Transport,HC Personnel,HC Supplies Assets,HC Warehouse Storage,HC Patients,HC Other,Type of Facility,Facility Other,HW Abduction,HW Arrest,HW Detention,Patient Abduction,Patient Arrest,Patient Detention
MMR005168,3/5/2021,Time Unknown,Myanmar,Possible, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,1,0,0,0,0
YEM005082,3/5/2021,Time Unknown,Yemen,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",3,0,YES,NO,YES,NO,NO,YES,,Tertiary,,0,0,0,0,0,0
AFG005086,3/4/2021,Time Unknown,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,1,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
BFA005072,3/4/2021,12:15,Burkina Faso,Confirmed," Armed or violent search of health care personnel, facility or transport, Militarization of a health care asset, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,YES,,Primary,,0,0,0,0,0,0
MMR005070,3/3/2021,Time Unknown,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Assault (without weapons)",0,0,NO,YES,YES,NO,NO,NO,,,,0,14,0,0,0,0
MMR005334,3/3/2021,Time Unknown,Myanmar,Possible," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,YES,,Primary,,0,0,0,0,0,0
MMR005068,3/3/2021,18:00-00:00,Myanmar,Probable," Assault (without weapons), Psychological violence/threat of violence/intimidation",2,0,NO,NO,NO,NO,NO,NO,Civil Society Organization Office,Other,Office,0,0,0,0,0,0
MMR005061,3/3/2021,15:40,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,NO,NO,YES,NO,NO,NO,,,,0,3,0,0,0,0
MMR005087,3/3/2021,12:00,Myanmar,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,YES,YES,YES,NO,NO,,Primary,"MSF-H clinic provides treatment continuity for HIV, TB patients and primary health care to some extent, preparing mass casualty management plan.",0,0,0,0,0,0
oPt005291,3/2/2021,14:05,occupied Palestinian territories,Confirmed,Other,0,0,NO,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
BFA005071,3/2/2021,10:00,Burkina Faso,Confirmed," Armed or violent search of health care personnel, facility or transport",0,6,NO,YES,YES,YES,NO,YES,,Primary,,0,0,0,0,0,0
NGA005060,3/1/2021,17:30,Nigeria,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Armed or violent search of health care personnel, facility or transport, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Setting fire, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,YES,YES,NO,NO,NO,,Tertiary,,7,0,0,0,0,0
MMR005057,3/1/2021,11:00,Myanmar,Possible, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,12,0,0,0,0
AFG005065,3/1/2021,Time Unknown,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
AFG005064,3/1/2021,Time Unknown,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,Primary,Closion,0,0,0,0,0,0
AFG005063,3/1/2021,Time Unknown,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,NO,NO,NO,NO,,,Closion,0,0,0,0,0,0
MMR005042,2/28/2021,16:00,Myanmar,Possible," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
MMR005053,2/28/2021,08:30,Myanmar,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation, Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,NO,YES,NO,NO,NO,,Other,protest group,0,200,0,0,0,0
MMR005051,2/27/2021,13:00,Myanmar,Possible," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR005205,2/27/2021,Time Unknown,Syrian Arab Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
MMR005032,2/27/2021,10:00,Myanmar,Probable," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,Unknown,Unknown,YES,YES,Unknown,,,,0,0,0,0,0,0
AFG005040,2/27/2021,Time Unknown,Afghanistan,Confirmed,Other,0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
SYR005069,2/26/2021,00:00,Syrian Arab Republic,Probable," Assault (without weapons), Psychological violence/threat of violence/intimidation",1,0,NO,NO,YES,NO,NO,NO,,Secondary,,0,0,0,0,0,0
CAF005875,2/24/2021,Time Unknown,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
MMR005046,2/24/2021,Time Unknown,Myanmar,Possible, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,1,0,0,0,0
CAF005074,2/23/2021,14:00,Central African Republic,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,NO,NO,NO,YES,,Other,,0,0,0,0,0,1
CAF005866,2/22/2021,Time Unknown,Central African Republic,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,1,0,0,0,0
DRC005106,2/21/2021,08:30,Democratic Republic of the Congo,Confirmed," Assault (without weapons), Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,YES,NO,YES,,Primary,,0,0,0,0,0,0
MMR005038,2/21/2021,06:00-12:00,Myanmar,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,YES,YES,NO,NO,YES,,Tertiary,,0,0,0,0,0,0
MMR005037,2/20/2021,Time Unknown,Myanmar,Possible," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
MMR005043,2/20/2021,Time Unknown,Myanmar,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc)",2,1,NO,NO,NO,NO,NO,YES,,,,0,0,0,0,2,0
MMR005050,2/19/2021,09:20,Myanmar,Confirmed,Other,0,0,YES,NO,Unknown,Unknown,Unknown,Unknown,,Secondary,,0,0,0,0,0,0
MLI005028,2/18/2021,18:30,Mali,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,YES,NO,YES,YES,YES,YES,,Secondary,,0,0,0,0,0,0
MMR005030,2/18/2021,Time Unknown,Myanmar,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
MMR005137,2/18/2021,Time Unknown,Myanmar,Probable, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,2,0,0,0,0
SYR005025,2/17/2021,21:00,Syrian Arab Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,NO,YES,NO,NO,,Secondary,,0,0,0,0,0,0
SYR005024,2/16/2021,17:00,Syrian Arab Republic,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",2,1,NO,YES,YES,NO,NO,NO,,Other,Outreach mobile CHW team,0,0,0,0,0,0
CAF005027,2/16/2021,14:20,Central African Republic,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,NO,NO,,Secondary,Centre de santé,0,0,0,0,0,0
YEM005026,2/15/2021,19:00,Yemen,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",1,0,YES,NO,NO,NO,NO,NO,,Secondary,,0,0,0,0,0,0
CAF005095,2/15/2021,Time Unknown,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
CAF005097,2/15/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,YES,YES,YES,NO,,Primary,,0,0,0,0,0,0
SSD005582,2/14/2021,11:45,South Sudan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",4,3,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
MMR005198,2/11/2021,Time Unknown,Myanmar,Possible, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,NO,YES,NO,NO,NO,,,,0,2,0,0,0,0
MMR005054,2/11/2021,Time Unknown,Myanmar,Possible," Abduction/Arrest/Detention of health personnel or patients, Assault (without weapons), Psychological violence/threat of violence/intimidation",0,0,NO,NO,YES,NO,NO,NO,,,,0,0,1,0,0,0
BFA005076,2/11/2021,00:00-06:00,Burkina Faso,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
MMR005049,2/11/2021,18:00-00:00,Myanmar,Confirmed,Other,0,0,NO,NO,YES,NO,NO,NO,Deputy Director General of International Relation Division of MoHS,,,0,0,0,0,0,0
CAF005917,2/10/2021,23:00,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,NO,NO,NO,YES,,Secondary,,0,0,0,0,0,0
oPt005127,2/9/2021,19:05,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,Other,,0,0,0,0,0,0
NGA005018,2/8/2021,18:10,Nigeria,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
NGA005017,2/8/2021,18:00,Nigeria,Confirmed, Assault (without weapons),1,0,NO,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
AFG005274,2/7/2021,Time Unknown,Afghanistan,Confirmed," Armed or violent search of health care personnel, facility or transport",0,0,NO,YES,NO,NO,NO,NO,,,,0,0,0,0,0,0
CAF005864,2/3/2021,Time Unknown,Central African Republic,Confirmed, Psychological violence/threat of violence/intimidation,0,0,NO,NO,YES,NO,NO,NO,,Other,Guesthouse,0,0,0,0,0,0
CAF005015,2/1/2021,05:00,Central African Republic,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,1,YES,NO,YES,NO,NO,NO,,,,0,0,0,0,0,0
SYR005014,1/31/2021,07:00,Syrian Arab Republic,Confirmed, Assault (without weapons),0,0,YES,NO,NO,NO,NO,NO,,Other,fixed clinic supported by UNICEF provides health and nutrition services.,0,0,0,0,0,0
AFG005008,1/30/2021,Time Unknown,Afghanistan,Confirmed, Abduction/Arrest/Detention of health personnel or patients,0,0,NO,Unknown,YES,NO,NO,NO,,,,0,10,0,0,0,0
CAF005101,1/28/2021,Time Unknown,Central African Republic,Confirmed," Militarization of a health care asset, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
AFG005007,1/28/2021,Time Unknown,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",2,3,NO,YES,YES,Unknown,NO,YES,,,,0,0,0,0,0,0
CAF005112,1/28/2021,Time Unknown,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Primary,,0,0,0,0,0,0
AFG005276,1/27/2021,Time Unknown,Afghanistan,Confirmed," Violence with heavy weapons (requires more than one person to use such as firearms, tanks, missiles, bombs, mortars)",0,0,NO,YES,NO,Unknown,NO,YES,,,,0,0,0,0,0,0
CAF005100,1/27/2021,Time Unknown,Central African Republic,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,YES,NO,NO,NO,NO,NO,,Primary,,0,0,0,0,0,0
MLI005010,1/26/2021,19:30,Mali,Confirmed," Armed or violent search of health care personnel, facility or transport, Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,YES,NO,YES,YES,YES,YES,Medical clinic,Primary,,0,0,0,0,0,0
CAF006037,1/25/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
oPt005019,1/25/2021,14:35,occupied Palestinian territories,Confirmed,Other,0,0,NO,NO,NO,NO,NO,NO,,,,0,0,0,0,0,0
NGA005004,1/24/2021,20:55,Nigeria,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,,,0,0,0,0,0,0
CAF005001,1/24/2021,15:00,Central African Republic,Confirmed," Militarization of a health care asset, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,Secondary,,0,0,0,0,0,0
oPt005126,1/22/2021,22:20,occupied Palestinian territories,Confirmed," Obstruction to health care delivery (e.g. physical, administrative, legal etc)",0,0,NO,YES,NO,NO,NO,NO,,Other,,0,0,0,0,0,0
MLI004999,1/19/2021,19:45,Mali,Confirmed," Armed or violent search of health care personnel, facility or transport, Assault (without weapons), Psychological violence/threat of violence/intimidation",0,1,YES,NO,YES,NO,NO,NO,,Primary,,0,0,0,0,0,0
AFG004989,1/18/2021,Time Unknown,Afghanistan,Confirmed," Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",1,0,NO,YES,YES,NO,NO,NO,,,,0,0,0,0,0,0
CAF005860,1/16/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,NO,NO,NO,,Other,Voiture de supervision et de livraison des médicaments aux formations sanitaires. ,0,0,0,0,0,0
MLI005000,1/8/2021,22:00,Mali,Confirmed," Armed or violent search of health care personnel, facility or transport",0,0,YES,YES,NO,YES,NO,NO,,Primary,,0,0,0,0,0,0
NGA004981,1/8/2021,15:35,Nigeria,Confirmed," Removal of health care assets (e.g. transport, supplies, materials), Setting fire, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,NO,YES,YES,NO,,,,0,0,0,0,0,0
CAF006056,1/7/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,YES,YES,NO,,Warehouse,,0,0,0,0,0,0
CAF005881,1/7/2021,Time Unknown,Central African Republic,Confirmed," Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,YES,NO,YES,YES,NO,,Other,Base logistique d'une ONGI,0,0,0,0,0,0
MLI004985,1/5/2021,10:20,Mali,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",2,1,YES,YES,NO,NO,NO,YES,,Primary,,0,0,1,3,2,2
oPt004972,1/4/2021,03:00,occupied Palestinian territories,Confirmed," Militarization of a health care asset, Obstruction to health care delivery (e.g. physical, administrative, legal etc), Psychological violence/threat of violence/intimidation, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,YES,NO,YES,NO,NO,YES,,Tertiary,,0,0,0,0,0,0
CAF006055,1/3/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials)",0,0,NO,NO,NO,YES,YES,NO,,Warehouse,,0,0,0,0,0,0
NGA004957,1/2/2021,Time Unknown,Nigeria,Confirmed," Abduction/Arrest/Detention of health personnel or patients, Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,NO,NO,NO,,,,1,0,0,0,0,0
CAF005874,1/1/2021,Time Unknown,Central African Republic,Confirmed," Psychological violence/threat of violence/intimidation, Removal of health care assets (e.g. transport, supplies, materials), Violence with individual weapons (knives, bricks, clubs, guns, grenades and improvised explosive devices (IED)",0,0,NO,NO,YES,YES,NO,NO,,Secondary,,0,0,0,0,0,0
